lineup,interval,interval_num,possessions,minutes,plusminus_per40,netrating,plusminus
AJAM-NLOW-SSZA-TFAU-LAND,Interval 1,1,1.4,1.17,0.0,0.0,0
DNES-AJAM-NLOW-TFAU-LAND,Interval 1,1,1.8,0.8,-150.0,-166.67,-3
AJAM-LSMI-SSZA-EELL-LGLA,Interval 1,1,17.6,9.92,12.1,17.05,3
AJAM-LSMI-EELL-LAND-MRAD,Interval 1,1,7.19,3.8,-73.68,-97.36,-7
AJAM-SSZA-SWAR-EELL-MRAD,Interval 1,1,2.0,0.38,0.0,0.0,0
AJAM-LSMI-NLOW-TFAU-LAND,Interval 1,1,3.6,1.83,-43.72,-55.56,-2
LSMI-NLOW-TFAU-LAND-MRAD,Interval 1,1,1.5,0.48,-166.67,-133.33,-2
LSMI-NLOW-SWAR-EELL-LGLA,Interval 1,1,1.4,0.25,0.0,0.0,0
DNES-LSMI-SSZA-EELL-LGLA,Interval 1,1,5.3,2.58,46.51,56.63,3
LSMI-NLOW-EELL-MRAD-LGLA,Interval 1,1,11.0,5.41,-44.36,-54.55,-6
DNES-AJAM-LSMI-SWAR-EELL,Interval 1,1,15.18,10.34,-15.47,-26.35,-4
AJAM-LSMI-SSZA-JKEN-EELL,Interval 1,1,2.5,1.98,-20.2,-40.08,-1
AJAM-LSMI-NLOW-SWAR-TFAU,Interval 1,1,5.33,3.85,-41.56,-75.05,-4
LSMI-SSZA-SWAR-EELL-MRAD,Interval 1,1,2.37,1.85,86.49,169.13,4
AJAM-LSMI-SSZA-SWAR-TFAU,Interval 1,1,10.53,4.42,-9.05,-9.5,-1
DNES-AJAM-SWAR-MRAD-LGLA,Interval 1,1,2.46,1.4,-85.71,-121.7,-3
AJAM-NLOW-SWAR-MRAD-LGLA,Interval 1,1,2.4,1.45,137.93,208.33,5
LSMI-NLOW-SSZA-SWAR-TFAU,Interval 1,1,2.43,1.85,64.86,123.46,3
LSMI-SSZA-EELL-LAND-MRAD,Interval 1,1,3.2,1.68,71.43,93.75,3
LSMI-NLOW-SSZA-SWAR-EELL,Interval 1,1,9.02,5.93,-47.22,-77.56,-7
AJAM-LSMI-SSZA-LAND-LGLA,Interval 1,1,1.36,1.42,84.51,219.78,3
AJAM-LSMI-NLOW-EELL-LAND,Interval 1,1,25.62,13.67,2.93,3.9,1
AJAM-LSMI-SWAR-EELL-MRAD,Interval 1,1,122.45,71.48,-11.19,-16.33,-20
LSMI-NLOW-SSZA-LAND-LGLA,Interval 1,1,2.0,1.13,70.8,100.0,2
AJAM-LSMI-NLOW-LAND-LGLA,Interval 1,1,3.0,0.83,48.19,33.36,1
DNES-AJAM-LSMI-SWAR-TFAU,Interval 1,1,6.36,2.74,-43.8,-47.13,-3
DNES-LSMI-NLOW-EELL-LAND,Interval 1,1,1.4,0.6,66.67,71.43,1
DNES-LSMI-NLOW-SWAR-EELL,Interval 1,1,3.16,0.98,0.0,0.0,0
DNES-AJAM-NLOW-EELL-LAND,Interval 1,1,2.7,1.45,0.0,0.0,0
DNES-LSMI-NLOW-LAND-LGLA,Interval 1,1,6.8,2.58,62.02,58.82,4
AJAM-LSMI-NLOW-JKEN-TFAU,Interval 1,1,1.4,0.3,400.0,214.29,3
AJAM-LSMI-TFAU-LAND-MRAD,Interval 1,1,1.96,1.12,-71.43,-101.78,-2
DNES-AJAM-LSMI-EELL-LAND,Interval 1,1,1.9,0.88,0.0,0.0,0
LSMI-NLOW-SWAR-TFAU-MRAD,Interval 1,1,8.53,3.67,-54.5,-58.64,-5
AJAM-SSZA-LAND-MRAD-LGLA,Interval 1,1,5.93,3.18,88.05,118.04,7
DNES-AJAM-NLOW-SWAR-LGLA,Interval 1,1,2.16,1.73,-69.36,-138.57,-3
AJAM-LSMI-JKEN-LAND-MRAD,Interval 1,1,2.0,1.43,-27.97,-50.0,-1
DNES-AJAM-SSZA-TFAU-LGLA,Interval 1,1,4.96,2.67,14.98,20.14,1
DNES-LSMI-SWAR-MRAD-LGLA,Interval 1,1,2.4,1.3,92.31,125.0,3
DNES-LSMI-SSZA-SWAR-LGLA,Interval 1,1,3.7,1.77,67.8,81.17,3
AJAM-LSMI-SSZA-EELL-LAND,Interval 1,1,5.96,2.92,-41.1,-50.29,-3
