lineup,interval,interval_num,possessions,minutes,plusminus_per40,netrating,plusminus
MJON-SMUR-EFOY-EWED-NBER,Interval 1,1,2.96,2.27,0.0,0.0,0
MHAS-JHUN-SMUR-AKUR-MAFE,Interval 1,1,6.0,3.35,-11.94,-16.67,-1
MHAS-MJON-KJOH-EWED-MAFE,Interval 1,1,6.46,3.6,44.44,61.87,4
MHAS-JHUN-AKUR-EFOY-ECLA,Interval 1,1,2.86,2.02,-59.41,-104.71,-3
JHUN-KJOH-ASHO-EFOY-NBER,Interval 1,1,8.96,4.82,-74.69,-100.39,-9
MJON-ASHO-EFOY-EWED-NBER,Interval 1,1,3.46,1.87,21.39,28.86,1
MHAS-JHUN-MJON-KJOH-EWED,Interval 1,1,6.36,4.07,-19.66,-31.42,-2
MJON-KJOH-EFOY-EWED-NBER,Interval 1,1,3.85,2.88,83.33,155.72,6
JHUN-KJOH-EFOY-EWED-MAFE,Interval 1,1,5.36,2.38,16.81,18.64,1
MHAS-JHUN-SMUR-EWED-ECLA,Interval 1,1,8.2,5.42,29.52,48.81,4
MHAS-JHUN-MJON-SMUR-NBER,Interval 1,1,3.5,2.25,53.33,85.71,3
MHAS-SMUR-ZAOK-ASHO-ECLA,Interval 1,1,1.66,1.33,60.15,120.12,2
MJON-ZAOK-KJOH-ASHO-ECLA,Interval 1,1,10.83,6.75,-23.7,-36.93,-4
MHAS-MJON-KJOH-ASHO-EFOY,Interval 1,1,20.43,11.6,17.24,24.47,5
JHUN-MJON-EWED-MAFE-ECLA,Interval 1,1,11.46,5.9,-20.34,-26.17,-3
MHAS-JHUN-KJOH-ASHO-MAFE,Interval 1,1,6.46,3.47,46.11,61.87,4
JHUN-MJON-KJOH-EFOY-ECLA,Interval 1,1,14.92,9.35,8.56,13.4,2
MHAS-MJON-ASHO-AKUR-EFOY,Interval 1,1,5.86,3.42,-23.39,-34.1,-2
MHAS-JHUN-KJOH-AKUR-EFOY,Interval 1,1,5.13,3.22,49.69,77.97,4
MHAS-JHUN-KJOH-EWED-ECLA,Interval 1,1,7.63,2.62,76.34,65.53,5
JHUN-MJON-KJOH-ASHO-EWED,Interval 1,1,11.17,6.67,6.0,8.95,1
MHAS-JHUN-MJON-KJOH-EFOY,Interval 1,1,14.26,9.15,56.83,91.16,13
MJON-ZAOK-KJOH-ASHO-MAFE,Interval 2,2,46.3,32.94,3.64,6.48,3
JHUN-ZAOK-KJOH-ASHO-EFOY,Interval 2,2,24.08,14.79,24.34,37.37,9
ZAOK-KJOH-ASHO-EFOY-ECLA,Interval 2,2,3.5,2.53,0.0,0.0,0
ZAOK-KJOH-AKUR-EFOY-MAFE,Interval 2,2,0.0,0.05,0.0,,0
JHUN-KJOH-ASHO-EFOY-MAFE,Interval 2,2,0.9,0.47,-85.11,-111.11,-1
MHAS-JHUN-MJON-SMUR-ECLA,Interval 2,2,0.4,0.1,0.0,0.0,0
ZAOK-KJOH-ASHO-EFOY-MAFE,Interval 2,2,18.04,10.81,-40.7,-60.98,-11
MJON-ZAOK-KJOH-ASHO-ECLA,Interval 2,2,4.43,2.9,-27.59,-45.15,-2
MJON-ZAOK-KJOH-ASHO-AKUR,Interval 2,2,4.6,2.75,-130.91,-195.65,-9
MJON-ZAOK-ASHO-AKUR-MAFE,Interval 2,2,1.5,1.23,-65.04,-133.33,-2
MHAS-KJOH-AKUR-ECLA-NBER,Interval 2,2,1.5,1.78,0.0,0.0,0
JHUN-MJON-KJOH-MAFE-ECLA,Interval 2,2,0.96,0.24,-500.0,-310.88,-3
JHUN-SMUR-ZAOK-KJOH-MAFE,Interval 2,2,0.0,0.03,0.0,,0
ZAOK-ASHO-AKUR-EFOY-MAFE,Interval 2,2,3.2,2.17,0.0,0.0,0
JHUN-ZAOK-KJOH-MAFE-ECLA,Interval 2,2,2.86,0.54,-74.07,-34.9,-1
MJON-ZAOK-KJOH-EFOY-ECLA,Interval 2,2,15.8,9.45,-46.56,-69.64,-11
MJON-KJOH-ASHO-AKUR-MAFE,Interval 2,2,0.96,0.77,0.0,0.0,0
MHAS-JHUN-SMUR-EFOY-ECLA,Interval 2,2,1.96,1.54,-103.9,-203.56,-4
MJON-ZAOK-KJOH-ASHO-EFOY,Interval 2,2,39.72,22.25,25.17,35.25,14
MJON-KJOH-ASHO-AKUR-EFOY,Interval 2,2,17.29,11.85,-10.13,-17.35,-3
JHUN-MJON-ZAOK-KJOH-MAFE,Interval 2,2,11.53,6.4,-6.25,-8.67,-1
MJON-ZAOK-KJOH-MAFE-ECLA,Interval 2,2,10.81,6.84,40.94,64.78,7
MJON-ZAOK-ASHO-EFOY-NBER,Interval 2,2,0.5,0.48,-250.0,-600.0,-3
MHAS-JHUN-SMUR-KJOH-ECLA,Interval 2,2,7.95,3.24,61.73,62.88,5
MHAS-ZAOK-KJOH-ASHO-AKUR,Interval 2,2,0.4,0.0,inf,500.0,2
JHUN-MJON-ZAOK-ASHO-EFOY,Interval 2,2,4.16,3.29,-12.16,-24.01,-1
JHUN-ZAOK-KJOH-ASHO-ECLA,Interval 2,2,8.12,5.38,-52.04,-86.15,-7
JHUN-SMUR-ZAOK-AKUR-MAFE,Interval 2,2,0.4,0.0,inf,500.0,2
MJON-ZAOK-AKUR-EFOY-ECLA,Interval 2,2,3.5,2.27,-52.86,-85.71,-3
JHUN-KJOH-AKUR-EFOY-ECLA,Interval 2,2,1.0,0.62,0.0,0.0,0
JHUN-MJON-KJOH-ASHO-EFOY,Interval 2,2,16.7,9.55,16.75,23.96,4
JHUN-MJON-ASHO-EFOY-ECLA,Interval 2,2,4.43,2.83,0.0,0.0,0
MJON-KJOH-ASHO-EFOY-MAFE,Interval 2,2,6.8,4.07,-9.83,-14.72,-1
JHUN-MJON-KJOH-AKUR-EFOY,Interval 2,2,2.46,1.52,-157.89,-243.41,-6
JHUN-MJON-KJOH-ASHO-NBER,Interval 2,2,3.8,1.32,-151.52,-131.58,-5
MHAS-JHUN-AKUR-EFOY-MAFE,Interval 2,2,1.2,0.52,0.0,0.0,0
MHAS-JHUN-SMUR-MAFE-ECLA,Interval 2,2,3.36,1.32,181.82,178.31,6
JHUN-MJON-ASHO-AKUR-MAFE,Interval 2,2,2.4,1.12,-71.43,-83.33,-2
MJON-KJOH-ASHO-MAFE-ECLA,Interval 2,2,0.6,0.09,-1333.33,-500.0,-3
MJON-ZAOK-ASHO-EFOY-MAFE,Interval 2,2,1.5,0.9,-133.33,-200.0,-3
JHUN-SMUR-KJOH-MAFE-ECLA,Interval 2,2,0.5,0.26,0.0,0.0,0
JHUN-MJON-ZAOK-KJOH-ECLA,Interval 2,2,0.6,0.02,2000.0,166.67,1
MJON-ZAOK-KJOH-EFOY-MAFE,Interval 2,2,7.1,3.87,62.02,84.57,6
MHAS-JHUN-SMUR-AKUR-MAFE,Interval 2,2,1.0,0.14,0.0,0.0,0
MHAS-MJON-ZAOK-ASHO-MAFE,Interval 2,2,0.4,0.0,inf,250.0,1
MHAS-JHUN-MJON-ASHO-EFOY,Interval 2,2,0.96,1.18,-67.8,-207.25,-2
JHUN-MJON-ZAOK-EFOY-ECLA,Interval 2,2,1.5,0.97,0.0,0.0,0
JHUN-MJON-SMUR-ZAOK-AKUR,Interval 2,2,1.0,0.53,0.0,0.0,0
JHUN-MJON-SMUR-ZAOK-ASHO,Interval 2,2,0.2,0.17,0.0,0.0,0
JHUN-KJOH-ASHO-AKUR-EFOY,Interval 2,2,-0.07,0.4,0.0,,0
MHAS-KJOH-AKUR-EFOY-NBER,Interval 2,2,0.96,0.77,0.0,0.0,0
JHUN-MJON-ZAOK-KJOH-EFOY,Interval 2,2,18.23,9.54,50.31,65.84,12
JHUN-KJOH-AKUR-EFOY-MAFE,Interval 2,2,3.96,1.87,-42.78,-50.44,-2
JHUN-ZAOK-ASHO-AKUR-EFOY,Interval 2,2,12.4,6.73,29.72,40.32,5
ZAOK-KJOH-ASHO-AKUR-MAFE,Interval 2,2,5.0,3.12,-76.92,-120.0,-6
MHAS-JHUN-MJON-EFOY-ECLA,Interval 2,2,1.5,1.25,0.0,0.0,0
JHUN-MJON-KJOH-ASHO-MAFE,Interval 2,2,3.86,2.42,-16.53,-25.87,-1
